,title,subtitle,content
10, Fernando Nakagawa: Turistas estrangeiros nunca gastaram tanto no Brasil ," Banco Central revela que viajantes internacionais injetaram quase US$ 7,5 bilhões na economia brasileira nos últimos 12 meses ","O Brasil está experimentando um boom no turismo internacional, com os gastos de visitantes estrangeiros atingindo níveis recordes em 2023. Segundo dados divulgados pelo Banco Central, o país recebeu US$ 7,435 bilhões em despesas de viajantes internacionais nos últimos 12 meses, superando o recorde anterior estabelecido durante a Copa do Mundo de 2014. Este montante é superior às exportações de café do Brasil, que totalizaram US$ 7,33 bilhões no ano passado, destacando a crescente importância do turismo para a economia nacional. O aumento significativo nos gastos dos turistas é atribuído a vários fatores, incluindo a retomada das viagens pós-pandemia e a aparente redescoberta do Brasil como destino turístico pelos estrangeiros. De acordo com dados da Embratur, do Ministério do Turismo e da Polícia Federal, o Brasil recebeu 4 milhões de turistas entre janeiro e julho de 2023, com projeções indicando que esse número pode chegar a 7 milhões até o final do ano, estabelecendo um novo recorde histórico. A Argentina continua sendo a principal fonte de turistas, com 1,8 milhão de visitantes no período mencionado, seguida pelos Estados Unidos, com quase 700 mil. A recente implementação do visto eletrônico para cidadãos americanos tem facilitado a entrada desses turistas no país. Chile, Paraguai e Uruguai completam a lista dos cinco principais países emissores de turistas para o Brasil. São Paulo lidera como o principal destino, recebendo 1,2 milhão de visitantes, em grande parte devido ao seu papel como principal hub aéreo do país. O Rio de Janeiro aparece em segundo lugar, com quase 900 mil turistas, seguido por Rio Grande do Sul, Paraná e Santa Catarina. A desvalorização do real frente ao dólar tem tornado o Brasil um destino particularmente atrativo para turistas norte-americanos e europeus, que encontram preços bastante acessíveis. Essa vantagem econômica tem sido amplamente divulgada em redes sociais como o TikTok, onde vídeos de estrangeiros maravilhados com os preços e a beleza do Brasil se tornaram virais. Com a aproximação do fim do ano, período tradicionalmente forte para o turismo no Brasil devido às festas e ao clima quente, espera-se que os números continuem a crescer, consolidando 2023 como um ano histórico para o turismo internacional no país."
11," Prévia da inflação de agosto desacelera a 0,19%, diz IBGE "," Número veio praticamente em linha com o esperado pelo mercado, que calculava alta de 0,20% para o período ","O Índice Nacional de Preços ao Consumidor Amplo 15 (IPCA-15), a prévia da inflação de agosto, ficou em 0,19%, após taxa de 0,30% registrada em julho. O número veio praticamente em linha com o esperado pelo mercado, que calculava alta de 0,20% para o período, segundo pesquisa da Reuters. Nos últimos 12 meses, a variação do IPCA-15 foi de 4,35%, abaixo dos 4,45% observados nos 12 meses imediatamente anteriores. Em agosto de 2023, a taxa foi de 0,28%. Os números divulgados hoje pelo instituto apontam que a maior variação (0,83%) e o maior impacto (0,17 ponto percentual) vieram do grupo Transportes. Na sequência, destacam-se os grupos Educação (0,75% e 0,05 p.p.) e Artigos de residência (0,71% e 0,03 p.p.). “A pequena queda na taxa de inflação juntamente com as perspectivas de um corte de taxa pelo Fed no mês que vem significa que o Copom provavelmente deixará as taxas inalteradas (em vez de aumentá-las) no mês que vem”, disse em nota a economista de mercados emergentes da empresa de pesquisa econômica Capital Economics, Kimberley Sperrfechter. Helena Veronese, economista-chefe da B.Side Investimentos, destacou ainda a desaceleração dos núcleos de inflação, que desconsideram preços mais voláteis, e dos serviços. “Em linhas gerais, o que tivemos hoje foi uma inflação que, ainda que com alguns pontos de pressão, trouxe uma composição benigna”, afirmou. “Neste sentido, se o próximo IPCA vier com uma leitura parecida com a prévia de hoje, talvez fique um pouco mais difícil justificar novas altas na taxa Selic.” O Comitê de Política Monetária voltará a se reunir em 17 e 18 de setembro e autoridades do BC já afirmaram que não hesitarão em subir os juros se necessário, em meio à piora das expectativas de inflação, ainda que tenham destacado uma melhora do cenário externo desde a reunião anterior, no fim de julho. O Federal Reserve, banco central dos EUA, já sinalizou explicitamente que deve cortar os juros em setembro, o que tem alimentado o apetite a risco dos investidores, contribuindo para uma valorização cambial em mercados emergentes como o Brasil. Os preços da alimentação no domicílio caíram 1,30% em agosto, acima do recuo de 0,70% registrado em julho. Contribuíram para esse resultado as quedas de produtos como tomate (-26,59%), cenoura (-25,06%) e batata-inglesa (-13,13%). Já a alimentação fora do domicílio teve alta de 0,49%. No grupo transportes, a alta foi influenciada pelo aumento de 3,47% dos combustíveis. Já as passagens aéreas tiveram recuo de 4,63% nos preços. O gás de botijão subiu 1,93% no mês, enquanto a energia elétrica residencial recuou 0,42%, após alta de 1,20% em julho, com o retorno da chamada bandeira tarifária verde, que não traz cobranças adicionais para os consumidores. O IPCA-15 mediu a variação dos preços no período de 16 de julho a 14 de agosto frente ao período anterior. Os dados do IPCA, que mede a variação dos preços no mês fechado, serão divulgados em 10 de setembro. *Com Reuters"
12," Em julho, indústrias da China têm alta no lucro impulsionada pelo avanço da alta tecnologia "," Os lucros em julho aumentaram 4,1% em relação ao ano anterior, após uma alta de 3,6% em junho ","O crescimento dos lucros das indústrias da China acelerou em julho, impulsionado pela manufatura de alta tecnologia, mesmo com a fraqueza da demanda doméstica pesando sobre a recuperação da segunda maior economia do mundo. Os lucros em julho aumentaram 4,1% em relação ao ano anterior, após uma alta de 3,6% em junho, segundo dados do Escritório Nacional de Estatísticas divulgados nesta terça-feira (27). Para o período de janeiro a julho, os lucros tiveram uma expansão ligeiramente mais acelerada, de 3,6%, em comparação com 3,5% no primeiro semestre, oferecendo alguma expectativa de melhora do ímpeto em meio aos números desanimadores de produção industrial, exportações, preços e empréstimos bancários no início de agosto. “A leve expansão nos lucros das indústrias mostrou que as políticas nacionais estão surtindo efeito”, uma vez que o setor industrial está passando por uma transição e atualização, disse Zhou Maohua, pesquisador macroeconômico do China Everbright Bank. O setor manufatureiro de alta tecnologia, incluindo a fabricação de baterias de íon-lítio, semicondutores e equipamentos relacionados, liderou o crescimento dos lucros com um aumento de 12,8% no período de janeiro a julho, segundo os dados. Ainda assim, “a demanda de consumo interno continua fraca, enquanto o ambiente externo é complexo e volátil”, disse Wei Ning, analista do NBS, sugerindo que são necessários mais esforços para estimular a demanda interna. Em meio à demanda fraca, a uma prolongada desaceleração do setor imobiliário e às preocupações com o emprego, Pequim está procurando direcionar seu estímulo para o consumo. Em uma sessão plenária de gabinete neste mês, o primeiro-ministro da China, Li Qiang, prometeu impulsionar a economia com foco no consumo. As empresas estatais registraram um aumento de 1% nos lucros nos primeiros sete meses, as empresas estrangeiras registraram um ganho de 9,9%, enquanto as empresas do setor privado tiveram uma alta de 7,3% nos lucros, segundo dados do escritório."
13," Volume de fretes no país sobe 14% no 1º semestre, aponta plataforma ", Alta foi puxada pela demanda da construção civil e do agronegócio ,"O volume de fretes rodoviários realizados no Brasil cresceu 13,9% no primeiro semestre de 2024, em comparação com o mesmo período do ano anterior, apontam dados da plataforma Frete.com. A plataforma online de transporte de cargas da América do Sul aponta que foram registrados 4,8 milhões de fretes entre janeiro e junho deste ano. Todos os setores analisados pela plataforma registraram alta, com a mais expressiva vindo da construção civil (19,3%). O agronegócio registrou aumento de 13,7%, enquanto o transporte de produtos industrializados teve alta de 7,2%. “O período de 2020 a 2022 apresentou uma distorção no volume de frete transportado por causa do efeito Covid. Por um lado, 2020 e 2021 foram anos de menor atividade no transporte de cargas rodoviário, e em contraste, 2022 foi um ano atípico como resultado de volume represado de cargas durante o período do Covid”, aponta Federico Vega, CEO da Frete.com. “Em 2023, o volume de carga volta à normalidade e é mais comparável com o nível pré-Covid. Já em 2024, o incremento no volume de cargas transportadas se explica principalmente pelo bom desempenho do agro e pela oferta e demanda”, explica. A alta vista no semestre deixa para trás um momento de estabilidade visto nos três primeiros meses do ano, quando os fretes tiveram alta de 0,5%. “Percebemos que o agronegócio teve bastante dificuldade no início de 2024, por conta de chuvas torrenciais que afetaram diversos estados do Sul e Sudeste, além de ondas de calor que atingiram diversas regiões do país, fazendo com que houvesse uma quebra na produção”, afirma Vega. “Porém, de outro lado, os fretes da construção civil e produtos industrializados ajudaram a manter a estabilidade no trimestre”, conclui o CEO da plataforma. A pesquisa destaca a alta observada nos fretes de cimento, que subiram 34,1% no período. O produto representa 62% dos fretes do setor de construção civil registrados na Frete.com. “O Sindicato Nacional da Indústria do Cimento [SNIC] divulgou que o setor produziu 30,6 milhões de toneladas de cimento no primeiro semestre de 2024, um crescimento de 1,2% em relação ao mesmo período de 2023. Isso demonstra que, mesmo com um cenário econômico incerto, com juros altos e endividamento de famílias, o setor de construção civil não parou de crescer e deve continuar desta forma nos próximos meses”, comenta Vega. América do Sul lidera com rotas aéreas mais turbulentas no mundo "
14, CNN Talks receberá presidente do BC e economistas para discutir caminhos para o crescimento , Evento nesta quinta-feira (29) terá transmissão online ao vivo pelo canal de Economia da CNN Brasil pelo YouTube ,"O cenário de muitos desafios para o avanço econômico do Brasil será o próximo tema do “CNN Talks: Caminhos para o Crescimento”, que será realizado nesta quinta-feira (29), a partir das 18h45, em São Paulo. O evento terá participação de Roberto Campos Neto, presidente do Banco Central (BC), que discutirá ao lado de nomes dos setores público e privado pautas que passam pela instabilidade do dólar, as turbulências econômicas e os próximos passos após o chancelamento de medidas da reforma tributária pelo Congresso. O encontro contará com Bernard Appy, secretário extraordinário da Reforma Tributária; Marcos Pinto, secretário de reformas econômicas do Ministério da Fazenda; Vilma da Conceição Pinto, diretora da IFI (Instituição Fiscal Independente) do Senado; Gesner Oliveira, sócio da GO Associados e professor da FGV; Raul Velloso, economista e presidente do Fórum Nacional INAE; Marcos Lisboa, sócio-diretor da Gibraltar Consulting; Eduardo Chedid, CEO do PicPay; Daniel Vorcaro, presidente do Banco Master; e Dennis Herszkowicz, presidente da Totvs. Com mediação dos âncoras da CNN Brasil William Waack e Márcio Gomes, o CNN Talks: Caminhos para o Crescimento contará com cobertura multiplataforma e terá seus desdobramentos contemplados na programação da CNN Brasil. O evento terá transmissão online ao vivo pelo canal de Economia da CNN Brasil pelo YouTube a partir das 19h."
15," Possível alta dos juros acelera crescimento da dívida pública, apontam especialistas ", Parte do mercado financeiro enxerga sinais de alta da Selic no horizonte de expectativas ,"A eventual elevação da taxa de juros pelo Banco Central (BC) na próxima reunião do Comitê de Política Monetária (Copom) tem tomado o horizonte de expectativas de grande parte do mercado. Na última semana, o diretor de Política Monetária do BC, Gabriel Galípolo, afirmou que um possível aumento da Selic está entre as opções na mesa para o Copom, que não vai hesitar em fazê-lo se for o passo necessário para perseguir a meta de inflação. Analistas do mercado já indicaram que uma elevação da taxa de juros impactará negativamente diversos setores da economia, como varejo, indústria e construção civil. O efeito, além dos mencionados, também deve se manifestar no valor da dívida pública do Brasil. No mês de junho, segundo dados do BC, a Dívida Bruta do Governo Geral (DBGG) chegou a R$ 8,7 trilhões. Este valor, segundo economistas ouvidos pela CNN, pode crescer ainda mais rapidamente caso ocorra um aumento da taxa de juros no Brasil. O ex-ministro da Fazenda Maílson da Nóbrega explica à CNN que deve haver um custo mais alto da dívida pública, já que o governo terá um gasto adicional em decorrência do aumento da Selic. Para cobrir este valor extra, será necessário pegar mais dinheiro emprestado. “Como o custo aumenta, o Tesouro vai se endividar mais. O aumento da Selic tem impactos também na economia, porque encarece o crédito e reduz o consumo de pessoas físicas e capital de giro para as empresas”, completa o Nóbrega, que ocupou o Ministério da Fazenda durante o governo de José Sarney. Ele pondera, no entanto, que o impacto da alta dos juros na dívida pública não seria capaz de impedir o BC de elevar a taxa Selic. No mesmo sentido, a professora do Insper Juliana Inhasz diz que os efeitos têm relação também com os investimentos feitos pelos brasileiros.           Fazenda avalia que corte de juros nos EUA ajuda Brasil | CNN 360°        Quem compra títulos pós-fixados do Tesouro Direto, por exemplo, recebe um valor determinado e outra quantia que depende de algo geralmente baseado na taxa de juros, explica Inhasz. “A Selic mais alta acaba fazendo com que as pessoas desejem comprar esses títulos públicos, porque elas enxergam que, se os juros estão mais alto, o governo está mais arriscado, então elas querem um prêmio de risco maior.” Isso se traduz, especialmente no caso das pós-fixadas, num custo maior da dívida pública, porque o governo terá que pagar mais caro para que as pessoas aceitem ficar com estes papéis de investimento. Consequentemente, segundo a professora, isso sobrecarrega o custo da dívida ao longo do tempo, tornando-a mais cara ao governo. Sebrae: 6,5 milhões de pequenos negócios tomaram empréstimo no 1º tri "
16," Cenário atual não demanda alta de juros, diz economista à CNN ", Rafaela Vitória aponta que alta indevida pode gerar desaceleração econômica no ano que vem ,"O momento da economia brasileira não justifica uma nova alta na taxa básica de juros, a Selic, segundo a economista-chefe do Inter, Rafaela Vitória. Em entrevista à CNN nesta segunda-feira (26), Vitória apontou que há uma discussão no mercado sobre a eficiência do atual patamar dos juros (hoje em 10,5% ao ano) no controle da inflação, mas que os dados mais recentes não refletem tal necessidade. “Não é um cenário que precise de uma nova alta de juros. A gente não tem uma aceleração de inflação tão forte que precise de um novo choque de juros, e a política monetária ainda é restritiva o suficiente”, avalia a economista-chefe do Inter. O mercado elevou pela 6ª vez seguida suas expectativas para a inflação, que devem ficar em 4,25% ao final de 2024. Já em 2025, o mercado vê a alta dos preços em 3,93%. Vitória explica que o nível dos juros, que já está restritivo, tende a ficar mais duro caso a inflação realmente seja menor no ano que vem. “O juro mesmo constante, significa aperto monetário maior.” O resultado de uma alta mal colocada: o aperto maior da economia. “Olhando para frente, existe uma preocupação com essa aceleração [dos juros], porque parte do crescimento econômico [do começo deste ano] veio de um impulso fiscal que não deve se repetir no segundo semestre e em 2025”, avalia a economista. “Com os juros mais altos na ausência de um impulso fiscal, a gente pode ter uma desaceleração econômica mais forte em 2025”, aponta Vitória. Enquanto os fundamentos não apontam a necessidade de alta nos juros, o ruído no mercado sim. A discussão sobre a eficiência do patamar da Selic começou em maio, quando o Banco Central (BC) optou por pisar no freio e desacelerar o ciclo de corte dos juros. Desde agosto do ano passado, o ritmo de redução vinha em 0,5 ponto por reunião. Em maio, passou a ser de 0,25 ponto. Com o fim dos cortes e as recentes manutenções, a discussão se intensificou. Até a última reunião, na qual o BC sinalizou que adotaria “maior vigilância” e que não hesitaria se fosse necessária nova alta dos juros. As autoridades que compõem o Comitê de Política Monetária (Copom) manifestaram essa possibilidade nas últimas semanas. Dentre eles, o diretor de Política Monetária, Gabriel Galípolo, que é cotado para assumir a presidência da autarquia. “O Banco Central ficou numa situação desconfortável quando a gente olha a curva longa de juros, que está em alta. As falas deram margem para essa interpretação, e hoje a situação é desconfortável. O Banco Central deveria estar sinalizando melhor para o mercado os próximos passos, pelo menos no curto prazo”, comenta Vitória. A economista-chefe do Inter aponta que um dos argumentos apontados por quem defende a alta neste momento é o de o BC manter seu compromisso com a queda da inflação em meio a transição de sua presidência. “Muitos dos que acreditam na necessidade de uma alta de juros falam nesse ponto que é a credibilidade. Mas a nossa interpretação é que as falas do Galípolo vieram para reforçar a ata: ‘Se necessário, o Copom sobe os juros’. Não significa que o Copom vai necessariamente subir os juros”, diz Vitória. “O Banco Central pode subir os juros porque o mercado precificou, uma vez que não seguir o mercado pode causar estresse. Ou pode seguir os fundamentos, que não indicam necessidade de alta. Se bem comunicada, [a decisão] não deve causar preocupação sobre a credibilidade da política monetária”, conclui."
17, Produtores de cana estimam prejuízo de R$ 350 milhões por incêndios em SP ," Foram identificados mais de 2,1 mil focos de incêndios em canaviais, que resultaram em cerca de 59 mil hectares queimados em áreas de cana-de-açúcar e áreas de rebrota da lavoura ","Os prejuízos decorrentes das queimadas da última semana em canaviais no Estado de São Paulo, maior produtor de cana do Brasil, foram estimados em R$ 350 milhões, com o fogo atingindo mais de 1% das lavouras paulistas, de acordo com avaliação da Organização de Associações de Produtores de Cana do Brasil (Orplana). Foram identificados mais de 2,1 mil focos de incêndios em canaviais, que resultaram em cerca de 59 mil hectares queimados em áreas de cana-de-açúcar e áreas de rebrota da lavoura. São Paulo, que responde por cerca de metade do plantio de cana do Brasil, cultiva na safra atual 4,3 milhões de hectares. “A produtividade esperada [nas áreas prontas para colher] era de 80 toneladas por hectare, mas vai cair pela metade, porque perde volume com o fogo”, disse o CEO da Orplana, José Guilherme Nogueira, à Reuters. Apesar do menor volume, as usinas ainda podem moer a cana das áreas maduras atingida pelos incêndios. Uma das áreas atingidas foi a da usina Santa Elisa, da Raízen, em Sertãozinho (SP). A unidade voltou a operar no domingo (25) após ter paralisado as operações na quinta-feira (22) da semana passada devido a incêndios no canavial próximo, informou a maior processadora global de cana nesta segunda-feira (26). Segundo Nogueira, a estimativa de prejuízos também considera áreas de rebrota, onde a palhada foi queimada. Dependendo da intensidade do prejuízo na área de rebrota, o produtor teria de fazer um novo plantio. “Geralmente, a cana aguenta a queimada, mas tem a vida útil reduzida”, acrescentou ele, estimando a perda de uma rebrota. Uma lavoura tem, às vezes, cerca de cinco rebrotas, antes de um novo plantio. A Orplana avalia que as queimadas vão impactar os preços do etanol e do açúcar no próximo ciclo. As cotações do açúcar bruto negociado em Nova York subiram mais de 3% nesta segunda-feira, com preocupações do mercado sobre os danos causados pelos incêndios nos canaviais. A Orplana está trabalhando junto ao Gabinete de Crise do governo do Estado de São Paulo para mitigar qualquer outro tipo de incêndio que possa acontecer. “A frente fria que chegou no domingo trouxe chuva ao interior de São Paulo, algo em torno de 15 milímetros, amenizando a situação. Mas, o tempo deve continuar seco e quente nos próximos dias, o que nos traz muita preocupação para que não ocorram mais incêndios”, disse Nogueira. Nesta segunda-feira, o governo do Estado de São Paulo afirmou em nota que não havia focos de incêndio, mas 48 municípios estavam em alerta máximo para queimadas. O governo paulista montou um gabinete de crise, com posto avançado em Ribeirão Preto, para lidar com o problema. Procurada, a União da Indústria de Cana-de-açúcar (Unica) disse que não tinha imediatamente um levantamento das áreas atingidas. Mas a associação de usinas do centro-sul afirmou que colocou à disposição do governo toda a estrutura de combate ao fogo já disponível nas usinas. Com a melhora da situação com relação aos focos de incêndio, todas as rodovias estão liberadas para tráfego nesta segunda-feira, após sofrerem interdições na semana passada em função das fumaças. O governo disse que a Polícia Civil está mobilizada para investigar todas as ocorrências de incêndio criminoso no Estado, especialmente as que ocorrem nas regiões afetadas pelas queimadas. Três prisões foram efetuadas em São José do Rio Preto, Batatais e Porto Ferreira, segundo um comunicado."
18, Moraes manda para plenário físico análise de recursos da “revisão da vida toda” nas aposentadorias , Placar em sessão virtual do STF estava 4 a 0 para manter decisão que barrou possibilidade de revisão ,"O ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), mandou para o plenário físico da Corte a análise de dois recursos que contestam a decisão que barrou a chamada “revisão da vida toda” nas aposentadorias. Moraes fez um pedido de destaque no julgamento que era feito em sessão virtual. A medida paralisa a análise e a faz reiniciar em uma sessão presencial, com debate entre os ministros. Até o destaque de Moraes, o placar estava 4 a 0 para manter a decisão do STF que invalidou o entendimento que permitia a “revisão da vida toda”, de março deste ano. Os ministros Cristiano Zanin, Flávio Dino e Cármen Lúcia seguiram o entendimento do relator, Nunes Marques. Os ministros analisavam recursos contra a decisão do STF que barrou a revisão, contrariando os interesses dos aposentados, que buscavam com a revisão aumentar os valores recebidos da aposentadoria. A posição foi uma mudança do próprio entendimento do tribunal, que em 2022 validou a revisão da vida toda. Para Nunes Marques, os recursos apresentados pelo Instituto de Estudos Previdenciários (Ieprev) e pela Confederação Nacional dos Trabalhadores Metalúrgicos (CNTM) não têm condições de alterar a decisão do STF e nem de limitar seus efeitos. Segundo o ministro, a tese da revisão da vida toda (fixada pela Corte em 2022), ainda é discutida por meio de recursos, e não está encerrada. Assim, esse entendimento acabou sendo superado pelo julgamento de duas ações mais antigas, em março deste ano. O julgamento dos recursos é feito em sessão virtual que começou 0h desta sexta (23) e vai até 30 de agosto. No formato, não há debate entre os ministros, que apresentam seus votos em um sistema eletrônico. O recurso apresentado pelo Ieprev buscou garantir o direito da revisão aos aposentados que já haviam acionado a Justiça depois da decisão de 2022. O instituto citou dados do Conselho Nacional de Justiça (CNJ) de que existem no país 102.791 ações que tratam do tema e teriam condições de serem beneficiadas com a revisão, um número considerado pequeno pela entidade. Além disso, conforme o recurso, 66 mil ações (pouco mais de 65%) discutem valores de até 60 salários-mínimos. Uma estimativa de impacto tratada como “pessimista” pelo Ieprev é de R$ 3,1 bilhões em um período de dez anos. Em março de 2024, por 7 votos a 4, os ministros do STF entenderam que os aposentados não podem optar pela regra mais vantajosa na hora de calcular seu benefício. Isso, na prática, derrubou a “revisão da vida toda” que havia sido validada em 2022, em outro processo. A decisão foi dada em duas ações que questionavam pontos de uma norma de 1999 que alterou a Lei de Benefícios da Previdência Social. Ao validar uma mudança na regra para o cálculo da aposentadoria, os ministros votaram para que ela tenha que ser seguida obrigatoriamente. Isso barra, na prática, o poder de escolha do aposentado, que amparava a possibilidade de ele optar pela regra da “revisão da vida toda”. Há grande interesse do governo federal em evitar a autorização para revisão das aposentadorias, pelo alegado gasto que provocaria aos cofres públicos. Uma estimativa inicial de impacto foi calculada em R$ 480 bilhões, em um cenário “pessimista” em que todos os aposentados pudessem revisar seus benefícios. A “revisão da vida toda” tem esse nome porque se refere ao recálculo do valor da aposentadoria considerando todas as contribuições feitas durante a vida do trabalhador, inclusive aos anteriores à adoção do Plano Real, em 1994. Pela regra de transição adotada depois da reforma da previdência de 1998, só deveriam ser consideradas para o cálculo da aposentadoria as contribuições feitas a partir de 1994. A regra foi adotada para não prejudicar o trabalhador pela elevada inflação antes do Plano Real. Ocorre que, em alguns casos, houve prejuízo, e o trabalhador receberia uma aposentadoria maior se pudesse ser enquadrado na regra definitiva, e não na de transição. Em dezembro de 2022, o STF decidiu que o aposentado poderia optar pela regra que fosse mais vantajosa. Assim, validou o recálculo considerando as contribuições feitas durante sua vida pré-Plano Real (a chamada “vida toda”).           TCU critica ""privilégios"" de aposentadoria militar | BASTIDORES CNN        Em março, no entanto, sete ministros entenderam que a regra de transição estabelecida em 1999 é constitucional e, portanto, deve ser aplicada necessariamente a todos que se enquadrem nela. A posição foi apresentada pelo ministro Cristiano Zanin e acompanhada por Flávio Dino, Luiz Fux, Dias Toffoli, Gilmar Mendes, Roberto Barroso e Nunes Marques. Ficaram vencidos os ministros Alexandre de Moraes, André Mendonça, Edson Fachin e Cármen Lúcia. Pela tese apresentada por Zanin e que teve a concordância da maioria, a regra de transição deve ser seguida obrigatoriamente e sem exceção. “O segurado do INSS que se enquadra no dispositivo não pode optar pela regra definitiva prevista no artigo 29, incisivos I e II, da lei 8.213, de 1991, independentemente de lhe ser mais favorável.” Como o entendimento derruba a possibilidade de o aposentado optar por outra regra, não há mais como o aposentado requerer o recálculo da aposentadoria usando todas as contribuições de sua vida. A tese e o entendimento fixado contra a revisão da vida toda foram estabelecidas no julgamento das duas ações que contestavam alterações na Lei de Benefícios da Previdência Social feitas em 1999. As ações foram apresentadas pelo PC do B e pela Confederação Nacional Dos Trabalhadores Metalúrgicos, em 1999. Em 2000, o STF negou liminar nos processos e manteve a validade dos dispositivos questionados. Essa liminar vigorou até 21 de março de 2024, quando os ministros julgaram o mérito do caso. Além de validarem a regra de transição adotada após a reforma da previdência de 1998, tornando-a obrigatória, o STF declarou constitucional a criação do fator previdenciário — fórmula matemática usada para definir o valor das aposentadorias do INSS. A Corte também invalidou, por maioria, a existência de um período de carência para que mulheres autônomas usufruam do salário-maternidade. No processo que trata especificamente da revisão da vida toda, a Corte havia validado a possibilidade de revisão, por 6 a 5, em dezembro de 2022. O INSS, por meio da Advocacia-Geral da União (AGU), apresentou recurso questionando a decisão e pedindo uma limitação à sua aplicação. O julgamento do recurso começou a ser feito em sessão virtual, e já havia quatro votos para manter a possibilidade de revisão da vida toda, com uma limitação temporal. Um pedido do relator, Alexandre de Moraes, mandou o caso para ser analisado no plenário físico, zerando os votos já apresentados. O caso não foi retomado desde então. Benefícios individuais chegam a 26,9% do Bolsa Família "
19, Lula volta a criticar privatização da Eletrobras: “Crime de lesa pátria” , Críticas partiram do presidente no lançamento do programa Política Nacional de Transição Energética ,"O presidente Luiz Inácio Lula da Silva (PT) voltou a dizer nesta segunda-feira (26) que a privatização da Eletrobras foi um “crime de lesa pátria contra o povo brasileiro”. “Eu sonhei que a Eletrobras seria uma coisa tão importante quanto a Petrobrás nesse país. É com muita tristeza que volto à Presidência e encontro a Eletrobras privatizada. Na verdade, não privatizaram, cometeram um crime de lesa pátria contra o povo brasileiro”, afirmou. A medida provisória que permitiu a privatização da Eletrobras foi aprovada no Congresso Nacional e sancionada pelo ex-presidente Jair Bolsonaro em 2021. A declaração de Lula se deu em evento de lançamento da Política Nacional de Transição Energética. O petista se reuniu com integrantes do Conselho Nacional de Política Energética (CNPE) nesta segunda, quando aprovaram a iniciativa. O presidente criticou ainda que empresas públicas sejam “destruídas” sob a alegação de que o setor privado é melhor. “O setor privado tem de ser bom, e o público também. Eu não quero um Estado máximo, nem mínimo. Eu quero um Estado que cumpra sua função”, completou."
20," Juros devem cair 0,25 ponto em setembro, diz presidente do Fed de San Francisco "," Mary Daly afirmou que ""é difícil imaginar neste momento"" algo que impeça queda das taxas ","A presidente do Federal Reserve (Fed) de San Francisco, Mary Daly, disse nesta segunda-feira (26) que “chegou a hora” de cortar os custos de empréstimos, provavelmente começando com uma redução de 0,25 ponto percentual nos custos dos empréstimos. Questionada se há algo que pode impedir um corte nos juros na reunião de política monetária do banco central dos Estados Unidos nos dias 17 e 18 de setembro, Daly disse à Bloomberg TV que “é difícil imaginar neste momento”. Ela disse que o caminho “mais provável” à frente é que a inflação continue a desacelerar gradualmente e que o mercado de trabalho crie empregos em um ritmo “constante e sustentável” — e se essa projeção se concretizar, “ajustar a política monetária na cadência regular e normal parece razoável”. O Fed geralmente ajusta os juros em incrementos de 0,25 ponto percentual, embora tenha promovido quatro aumentos consecutivos de 0,75 ponto percentual em 2022 e continuou a apertar a política monetária em 2023 em resposta a um aumento da inflação. “Ainda não vimos nenhuma deterioração no mercado de trabalho”, disse ela, mas “se virmos uma deterioração ou qualquer sinal de fraqueza, seria apropriado sermos mais agressivos para garantir que não vejamos isso”. Reiterando falas do chair do Fed, Jerome Powell, em uma conferência na semana passada em Jackson Hole, Wyoming, ela disse: “A direção da mudança é para baixo. E, em minha opinião, o momento de nos ajustarmos é agora”. “Não queremos nos colocar em uma situação em que estamos mantendo uma política monetária altamente restritiva em uma economia em desaceleração”, disse Daly. “Lembre-se, toda vez que a inflação cai, a política monetária fica mais restritiva. E eu acho que essa é uma receita para apertar demais e prejudicar o mercado de trabalho e o crescimento.”"
21, Exxon Mobil projeta que petróleo e gás continuarão como principais fontes de energia em 2050 , Produtora de combustíveis fósseis apontou esperar que as emissões de carbono caiam pela primeira vez em 2030 ,"A Exxon Mobil projeta que, em 2050, os seres humanos usarão aproximadamente a mesma quantidade de petróleo bruto que usam hoje e que o mundo não está no ritmo certo para fazer as reduções drásticas de emissões necessárias para conter a mudança climática. Em sua perspectiva anual de energia, a produtora de combustíveis fósseis apontou hoje que espera que as emissões de carbono caiam pela primeira vez em 2030. A Exxon Mobil prevê que a demanda mundial de gás natural aumente 21% até 2050 e a de petróleo 2%, com a maior parte desse crescimento nos setores industriais para abastecer a manufatura e como matéria-prima química. Enquanto isso, ela projeta que o consumo de biocombustíveis, energia solar e eólica aumentará exponencialmente e o de carvão cairá 39%. No entanto, o mundo precisará de mudanças nas políticas, avanços tecnológicos e soluções de mercado se os governos quiserem manter as temperaturas globais no ritmo necessário para atingir as metas dos acordos climáticos de Paris, estabelecidos em 2015, afirma a Exxon."
